Point ID,EdgeArray_0,EdgeArray_1,EdgeArray_Magnitude,EdgePCoordArray,MaximumInscribedSphereRadius,Points_0,Points_1,Points_2,Points_Magnitude,TCoords__0,TCoords__1,TCoords__Magnitude
303,26148,12934,29172,0.114088,1.85329,56.4669,24.7236,57.7897,84.495,0.268142,0,0.268142
304,21260,21261,30066,0.203156,1.84817,56.38,24.7131,57.7413,84.4008,0.269027,0,0.269027
305,17949,15428,23668,0.0431022,1.84319,56.2912,24.7082,57.6954,84.3087,0.269911,0,0.269911
306,26241,21914,34187,0.0739638,1.83897,56.2039,24.7026,57.647,84.2157,0.270796,0,0.270796
307,34500,32924,47688,0.0202676,1.83498,56.1167,24.6938,57.5989,84.1219,0.271681,0,0.271681
308,39686,31146,50448,0.109858,1.83081,56.0293,24.6919,57.5504,84.0298,0.272566,0,0.272566
309,42906,40368,58910,0.242635,1.82603,55.9413,24.6839,57.5034,83.9367,0.273451,0,0.273451
310,61755,56768,83882,0.185101,1.82146,55.8522,24.6767,57.4586,83.8445,0.274336,0,0.274336
311,66005,66005,93345,0,1.81842,55.7646,24.6745,57.4103,83.7524,0.275221,0,0.275221
312,77525,77525,109636,0.603277,1.81531,55.6749,24.6678,57.3666,83.6608,0.276106,0,0.276106
313,77953,77953,110242,0,1.81346,55.5853,24.6609,57.3227,83.569,0.276991,0,0.276991
314,75493,75493,106763,0,1.81255,55.4972,24.6572,57.2754,83.4769,0.277876,0,0.277876
315,62715,62715,88692,0,1.81136,55.4091,24.6512,57.2284,83.3843,0.278761,0,0.278761
316,49937,49937,70621,0,1.81018,55.3203,24.6456,57.1828,83.2923,0.279646,0,0.279646
317,78857,78511,111276,0.140312,1.80976,55.2308,24.6448,57.1381,83.202,0.280531,0,0.280531
318,70509,77908,105076,0.583323,1.80767,55.1437,24.6392,57.0893,83.109,0.281416,0,0.281416
319,64544,65505,91961,0.0757441,1.80676,55.057,24.6331,57.0398,83.0156,0.282301,0,0.282301
320,62383,62307,88169,0.00328347,1.80127,54.9743,24.6335,56.9836,82.9223,0.283186,0,0.283186
321,63054,62307,88645,0.0321892,1.79558,54.891,24.6346,56.9282,82.8294,0.284071,0,0.284071
322,60706,59872,85263,0.00111599,1.7906,54.8088,24.6314,56.8713,82.7349,0.284956,0,0.284956
323,65697,59872,88886,0.00778715,1.78451,54.7277,24.6344,56.8129,82.6419,0.285841,0,0.285841
324,69090,68647,97395,0.209055,1.78086,54.6451,24.6363,56.7565,82.549,0.286726,0,0.286726
325,10756,9715,14493,0.00104274,1.77364,54.5627,24.6378,56.6999,82.456,0.287611,0,0.287611
326,50350,52987,73094,0.213594,1.76933,54.482,24.6397,56.6409,82.3626,0.288496,0,0.288496
327,52384,52383,74081,0.55722,1.76581,54.3977,24.6422,56.5871,82.2706,0.289381,0,0.289381
328,51968,54699,75449,0.360004,1.76165,54.3139,24.6439,56.5326,82.1782,0.290266,0,0.290266
329,50578,50092,71185,0.157317,1.75813,54.2265,24.6459,56.4837,82.0875,0.29115,0,0.29115
330,35842,35842,50688,0,1.75459,54.1401,24.644,56.4336,81.9953,0.292035,0,0.292035
331,48736,48736,68923,0,1.75075,54.0551,24.647,56.3808,81.9037,0.29292,0,0.29292
332,61630,61630,87157,0,1.74691,53.9686,24.6514,56.3306,81.8135,0.293805,0,0.293805
333,47136,12895,48868,0.17327,1.74244,53.8796,24.6502,56.2852,81.7231,0.29469,0,0.29469
334,24684,12895,27849,0.169076,1.73808,53.7928,24.6519,56.2354,81.6321,0.295575,0,0.295575
335,41054,39149,56728,0.0669377,1.73427,53.7046,24.6583,56.1885,81.5437,0.29646,0,0.29646
336,41054,22282,46711,0.659765,1.73183,53.6145,24.6603,56.1451,81.455,0.297345,0,0.297345
337,14591,14093,20285,0.0375397,1.7299,53.5255,24.6621,56.0997,81.3657,0.29823,0,0.29823
338,15404,36754,39851,0.896799,1.72534,53.4415,24.6614,56.0453,81.2727,0.299115,0,0.299115
339,63148,63855,89806,0.279258,1.71983,53.3591,24.6648,55.9888,81.1806,0.3,0,0.3
340,50506,57131,76254,0.143719,1.7157,53.2773,24.6746,55.9321,81.0907,0.300885,0,0.300885
341,35950,46505,58780,0.466091,1.71177,53.1923,24.6848,55.8804,81.0023,0.30177,0,0.30177
342,26051,46356,53174,0.781165,1.7064,53.1053,24.6898,55.8313,80.9128,0.302655,0,0.302655
343,15659,38700,41747,0.717523,1.70088,53.0165,24.7016,55.7868,80.8275,0.30354,0,0.30354
344,16436,31556,35579,0.47087,1.69742,52.9271,24.7095,55.743,80.7411,0.304425,0,0.304425
345,17212,24412,29869,0.224218,1.69397,52.837,24.7148,55.6997,80.6538,0.30531,0,0.30531
346,17778,17778,25141,0,1.69151,52.7463,24.7215,55.6575,80.5673,0.306195,0,0.306195
347,16235,16235,22959,0,1.69897,52.6553,24.7327,55.6164,80.4827,0.30708,0,0.30708
348,14692,14692,20777,0,1.70643,52.5659,24.7484,55.5736,80.3995,0.307965,0,0.307965
349,13149,13149,18595,0,1.7139,52.48,24.7682,55.5264,80.3168,0.30885,0,0.30885
350,15031,11551,18956,0.157292,1.72445,52.3995,24.7913,55.4719,80.2337,0.309735,0,0.309735
351,26380,20592,33465,0.261607,1.73815,52.3189,24.8099,55.4157,80.148,0.310619,0,0.310619
352,46444,45120,64752,0.0598728,1.75188,52.2354,24.8237,55.3622,80.0608,0.311504,0,0.311504
353,21068,56744,60528,0.727083,1.759,52.156,24.8466,55.3061,79.9772,0.312389,0,0.312389
354,64912,43636,78215,0.400893,1.7629,52.0755,24.8701,55.2516,79.8944,0.313274,0,0.313274
355,23517,23517,33258,0,1.76556,51.9967,24.8961,55.1958,79.8126,0.314159,0,0.314159
356,40385,40385,57113,0,1.76757,51.9136,24.9175,55.1445,79.7297,0.315044,0,0.315044
357,55200,55200,78064,0,1.77129,51.8279,24.9362,55.0963,79.6463,0.315929,0,0.315929
358,55200,55200,78064,0,1.77678,51.7426,24.9531,55.0468,79.562,0.316814,0,0.316814
359,45379,45379,64175,0,1.78077,51.6562,24.9693,54.9991,79.4779,0.317699,0,0.317699
360,29596,29596,41855,0,1.78386,51.5682,24.9831,54.9535,79.3935,0.318584,0,0.318584
361,20345,42730,47326,0.102333,1.78786,51.4792,24.9937,54.9092,79.3083,0.319469,0,0.319469
362,57657,67614,88859,0.411821,1.78839,51.3918,25.0111,54.8637,79.2256,0.320354,0,0.320354
363,49667,49667,70239,0,1.78498,51.3047,25.0312,54.8189,79.1445,0.321239,0,0.321239
364,48838,76207,90513,0.878352,1.77852,51.2181,25.0573,54.7762,79.067,0.322124,0,0.322124
365,78341,60628,99060,0.354702,1.77344,51.1329,25.0826,54.7304,78.9882,0.323009,0,0.323009
366,72769,72769,102910,0,1.76824,51.0479,25.1099,54.6853,78.9106,0.323894,0,0.323894
367,72769,72769,102910,0,1.7629,50.9629,25.1406,54.6425,78.8357,0.324779,0,0.324779
368,67947,67947,96091,0,1.75758,50.8772,25.1702,54.6002,78.7605,0.325664,0,0.325664
369,30757,30757,43496,0,1.75265,50.7937,25.1976,54.5525,78.6822,0.326549,0,0.326549
370,22710,22710,32116,0,1.74855,50.7131,25.2289,54.5022,78.6054,0.327434,0,0.327434
371,34627,26689,43718,0.054833,1.74526,50.631,25.2612,54.4551,78.5301,0.328319,0,0.328319
372,46130,46130,65237,0,1.74197,50.5467,25.2915,54.4106,78.4547,0.329204,0,0.329204
373,61867,61867,87493,0,1.73879,50.4632,25.3269,54.3684,78.3831,0.330088,0,0.330088
374,77204,77204,109182,0,1.73563,50.3788,25.3638,54.329,78.3134,0.330973,0,0.330973
375,72602,72602,102674,0,1.73343,50.293,25.3998,54.2921,78.2443,0.331858,0,0.331858
376,42218,42218,59705,0,1.73103,50.2097,25.441,54.2554,78.1787,0.332743,0,0.332743
377,39765,39765,56236,0,1.72919,50.1257,25.4817,54.2194,78.113,0.333628,0,0.333628
378,45523,45523,64379,0,1.72735,50.0433,25.5258,54.1841,78.05,0.334513,0,0.334513
379,52887,52887,74793,0,1.72554,49.9606,25.5703,54.1495,77.9876,0.335398,0,0.335398
380,53843,52888,75473,0.0322274,1.72371,49.8781,25.6134,54.113,77.9236,0.336283,0,0.336283
381,38060,73861,83090,0.48978,1.72119,49.7999,25.6633,54.0757,77.864,0.337168,0,0.337168
382,71642,73860,102897,0.863315,1.71608,49.7243,25.7161,54.0367,77.8061,0.338053,0,0.338053
383,67837,50243,84416,0.547536,1.71074,49.646,25.7655,53.999,77.7462,0.338938,0,0.338938
384,52879,65535,84208,0.574514,1.70594,49.5709,25.818,53.9591,77.688,0.339823,0,0.339823
385,66740,66740,94384,0,1.7032,49.4976,25.872,53.9177,77.6305,0.340708,0,0.340708
386,57327,57327,81072,0,1.69973,49.4285,25.9314,53.8765,77.5776,0.341593,0,0.341593
387,33327,33327,47131,0,1.69418,49.3564,25.988,53.8364,77.5228,0.342478,0,0.342478
388,47517,47517,67199,0,1.69066,49.2868,26.0495,53.7992,77.4734,0.343363,0,0.343363
389,29724,29724,42036,0,1.68495,49.2165,26.1086,53.7597,77.4211,0.344248,0,0.344248
390,48015,46278,66686,0.0866833,1.67599,49.1459,26.1712,53.7263,77.3742,0.345133,0,0.345133
391,31963,28708,42962,0.162558,1.67053,49.0759,26.2354,53.6952,77.3299,0.346018,0,0.346018
392,17303,30676,35219,0.126798,1.66417,49.0117,26.3046,53.6618,77.2896,0.346903,0,0.346903
393,44804,44804,63362,0.900131,1.65538,48.9424,26.3692,53.6299,77.2455,0.347788,0,0.347788
394,44805,44802,63361,0.913394,1.64663,48.8747,26.4384,53.6049,77.2088,0.348673,0,0.348673
395,40084,33628,52321,0.893843,1.64073,48.8103,26.5097,53.5775,77.1736,0.349558,0,0.349558
396,39583,29782,49535,0.715695,1.63531,48.7502,26.583,53.5452,77.1384,0.350442,0,0.350442
397,44486,38964,59137,0.27039,1.62917,48.6857,26.6556,53.5212,77.1061,0.351327,0,0.351327
398,48835,48835,69063,0,1.62213,48.6232,26.7286,53.4936,77.0727,0.352212,0,0.352212
399,37446,37446,52956,0,1.61854,48.5628,26.8035,53.4662,77.0416,0.353097,0,0.353097
400,22437,22437,31730,0,1.61727,48.5009,26.8764,53.4365,77.0074,0.353982,0,0.353982
401,31297,31297,44260,0.212296,1.61635,48.4441,26.953,53.4069,76.9779,0.354867,0,0.354867
402,55881,55881,79027,0,1.61511,48.389,27.0318,53.3792,76.9516,0.355752,0,0.355752
403,49175,49175,69543,0,1.60959,48.3365,27.1125,53.3521,76.9282,0.356637,0,0.356637
404,51170,45272,68322,0.0832859,1.60687,48.28,27.189,53.321,76.8982,0.357522,0,0.357522
405,56652,42493,70817,0.199937,1.60528,48.2239,27.265,53.2882,76.8671,0.358407,0,0.358407
406,39045,32348,50704,0.0876946,1.60173,48.1743,27.3459,53.2565,76.8428,0.359292,0,0.359292
407,25059,37074,44748,0.700155,1.59847,48.1232,27.4241,53.2208,76.814,0.360177,0,0.360177
408,29845,29845,42207,0.411968,1.59344,48.0735,27.5053,53.1903,76.7906,0.361062,0,0.361062
409,11903,29374,31694,0.942025,1.58842,48.0259,27.5858,53.1548,76.7652,0.361947,0,0.361947
410,28445,26890,39143,0.520827,1.58331,47.9776,27.668,53.1247,76.7438,0.362832,0,0.362832
411,22834,69541,73193,0.821178,1.57826,47.9342,27.7518,53.0916,76.724,0.363717,0,0.363717
412,47186,78463,91558,0.600198,1.57609,47.8885,27.8327,53.0546,76.6991,0.364602,0,0.364602
413,50755,65939,83210,0.282329,1.57506,47.8396,27.913,53.0201,76.674,0.365487,0,0.365487
414,39989,41725,57793,0.0247416,1.57394,47.7968,27.997,52.987,76.6551,0.366372,0,0.366372
415,28011,28011,39613,0,1.57305,47.7535,28.0782,52.9478,76.6306,0.367257,0,0.367257
416,62508,62508,88399,0,1.57187,47.7144,28.1612,52.908,76.6092,0.368142,0,0.368142
417,62509,62509,88401,0,1.57098,47.673,28.2454,52.8734,76.5906,0.369027,0,0.369027
418,60409,60409,85431,0,1.57003,47.6309,28.3294,52.839,76.5716,0.369911,0,0.369911
419,49266,49266,69672,0,1.56884,47.5927,28.4135,52.8008,76.5527,0.370796,0,0.370796
420,38122,38122,53912,0,1.56765,47.557,28.4982,52.7612,76.5347,0.371681,0,0.371681
421,37654,37654,53250,0,1.56744,47.5216,28.584,52.7233,76.5186,0.372566,0,0.372566
422,38709,38709,54742,0,1.56736,47.4861,28.6712,52.6896,76.506,0.373451,0,0.373451
423,47082,47082,66584,0,1.56719,47.4508,28.7606,52.6618,76.4985,0.374336,0,0.374336
424,67895,62836,92509,0.0159334,1.56648,47.418,28.8515,52.6362,76.4947,0.375221,0,0.375221
425,67896,43698,80742,0.0762156,1.56498,47.3894,28.9425,52.6059,76.4906,0.376106,0,0.376106
426,67897,23013,71691,0.270076,1.56354,47.3598,29.0339,52.5781,76.4877,0.376991,0,0.376991
427,18107,18107,25607,0,1.56151,47.326,29.125,52.5548,76.4855,0.377876,0,0.377876
428,44802,44802,63359,0,1.55842,47.3009,29.2196,52.5335,76.4914,0.378761,0,0.378761
429,63634,63637,89994,0.00618367,1.55546,47.2714,29.3115,52.5072,76.4902,0.379646,0,0.379646
430,61911,55797,83344,0.00242953,1.55316,47.2439,29.4048,52.4841,76.4932,0.380531,0,0.380531
431,60010,58256,83635,0.000697253,1.5509,47.2201,29.499,52.4603,76.4984,0.381416,0,0.381416
432,57925,50207,76655,0.22233,1.5503,47.1966,29.5935,52.437,76.5045,0.382301,0,0.382301
433,55715,35078,65837,0.594436,1.55084,47.1724,29.6884,52.4165,76.5123,0.383186,0,0.383186
434,45557,21818,50512,0.683789,1.5515,47.1484,29.7842,52.4008,76.524,0.384071,0,0.384071
435,34925,32423,47655,0.0250854,1.55378,47.1247,29.8805,52.3874,76.5377,0.384956,0,0.384956
436,50817,44955,67847,0.05879,1.55618,47.1011,29.9761,52.3694,76.5482,0.385841,0,0.385841
437,50592,50592,71547,0,1.559,47.0777,30.0705,52.346,76.5549,0.386726,0,0.386726
438,46126,46126,65232,0,1.56228,47.0546,30.1662,52.3281,76.5661,0.387611,0,0.387611
439,41659,41659,58914,0,1.56555,47.0349,30.263,52.3116,76.5809,0.388496,0,0.388496
440,50937,46054,68669,0.12725,1.5671,47.0202,30.3595,52.2899,76.5953,0.389381,0,0.389381
441,34388,30593,46026,0.0917689,1.56891,47.0006,30.4558,52.2712,76.6087,0.390265,0,0.390265
442,23504,23504,33239,0.0452565,1.57057,46.9864,30.5528,52.2516,76.6253,0.39115,0,0.39115
443,24151,23864,33952,0.138076,1.56944,46.974,30.6503,52.2331,76.6439,0.392035,0,0.392035
444,39501,30722,50041,0.271578,1.56727,46.9627,30.7481,52.2156,76.6642,0.39292,0,0.39292
445,74787,73689,104991,0.234988,1.56321,46.9555,30.8453,52.1935,76.6838,0.393805,0,0.393805
446,72222,73909,103337,0.56592,1.55855,46.9428,30.9423,52.1729,76.7011,0.39469,0,0.39469
447,74199,75409,105792,0.178933,1.55399,46.9376,31.0402,52.1532,76.7241,0.395575,0,0.395575
448,75673,75755,107075,8.68506e-05,1.54936,46.9311,31.1368,52.128,76.7422,0.39646,0,0.39646
449,60201,75755,96762,0.0165081,1.54684,46.9205,31.2338,52.106,76.7601,0.397345,0,0.397345
450,44729,75755,87974,0.0329294,1.54433,46.9052,31.3309,52.087,76.7775,0.39823,0,0.39823
451,31845,31845,45035,0,1.54118,46.8907,31.4287,52.0715,76.798,0.399115,0,0.399115
452,31237,21560,37955,0.224787,1.53441,46.8762,31.5252,52.0493,76.8137,0.4,0,0.4
453,62435,53165,82003,0.21536,1.53212,46.863,31.6223,52.0294,76.832,0.400885,0,0.400885
454,71239,71239,100747,0,1.5298,46.847,31.7202,52.0161,76.8537,0.40177,0,0.40177
455,61106,61106,86416,0,1.52822,46.8298,31.8174,52.0011,76.8733,0.402655,0,0.402655
456,48460,48460,68532,0,1.52964,46.8165,31.9139,51.978,76.8895,0.40354,0,0.40354
457,33927,33927,47980,0,1.53132,46.8003,32.0112,51.9615,76.9089,0.404425,0,0.404425
458,22622,23057,32301,0.0951739,1.53314,46.7862,32.1092,51.9475,76.9317,0.40531,0,0.40531
459,64814,64814,91660,0,1.53601,46.7735,32.2074,51.9334,76.9555,0.406195,0,0.406195
460,70293,70293,99409,0,1.53809,46.7537,32.3044,51.9182,76.9739,0.40708,0,0.40708
461,75773,75773,107159,0,1.54017,46.7378,32.4015,51.9006,76.9932,0.407965,0,0.407965
462,71965,71965,101773,0,1.54137,46.7261,32.4994,51.8843,77.0164,0.40885,0,0.40885
463,65618,65618,92797,0,1.54246,46.7073,32.597,51.8715,77.0376,0.409735,0,0.409735
464,44072,44072,62327,0,1.54519,46.6909,32.6948,51.8585,77.0604,0.410619,0,0.410619
465,20269,21635,29646,0.0133714,1.54817,46.6794,32.793,51.8432,77.0848,0.411504,0,0.411504
466,15853,26481,30863,0.103997,1.54904,46.6707,32.8912,51.8263,77.11,0.412389,0,0.412389
467,18471,17831,25673,0.334342,1.54975,46.6586,32.9893,51.8114,77.1346,0.413274,0,0.413274
468,23077,27585,35964,0.127645,1.54717,46.6525,33.0884,51.7984,77.1646,0.414159,0,0.414159
469,29735,29734,42050,0.481361,1.5442,46.6452,33.1863,51.7796,77.1896,0.415044,0,0.415044
470,37954,27063,46614,0.0782806,1.53756,46.6392,33.2844,51.7618,77.2163,0.415929,0,0.415929
471,57001,27063,63099,0.0577376,1.5306,46.64,33.3822,51.7402,77.2444,0.416814,0,0.416814
472,21552,23506,31890,0.220557,1.52279,46.6332,33.4791,51.7166,77.2665,0.417699,0,0.417699
473,30225,30225,42744,0,1.51605,46.6291,33.5774,51.6984,77.2945,0.418584,0,0.418584
474,29439,29439,41633,0,1.50804,46.6339,33.6747,51.6756,77.3245,0.419469,0,0.419469
475,30322,69994,76279,0.336947,1.5021,46.6288,33.7718,51.6523,77.3482,0.420354,0,0.420354
476,62677,69994,93955,0.192619,1.49898,46.6225,33.8679,51.6252,77.3683,0.421239,0,0.421239
477,76529,56990,95417,0.708446,1.49636,46.6209,33.9642,51.5984,77.3917,0.422124,0,0.422124
478,73017,76534,105777,0.407837,1.49155,46.6145,34.0618,51.5776,77.4169,0.423009,0,0.423009
479,54616,76534,94023,0.344215,1.48748,46.6098,34.1568,51.5464,77.4351,0.423894,0,0.423894
480,60561,64977,88823,0.0576142,1.48434,46.6027,34.2512,51.514,77.4509,0.424779,0,0.424779
481,76539,73558,106155,0.258353,1.4827,46.5915,34.3473,51.489,77.4702,0.425664,0,0.425664
482,74454,65471,99145,0.858247,1.48087,46.5793,34.444,51.4668,77.491,0.426549,0,0.426549
483,53872,50034,73522,0.366683,1.4784,46.5632,34.5374,51.4346,77.5015,0.427434,0,0.427434
484,40436,40436,57185,0,1.47701,46.5446,34.6311,51.4051,77.5126,0.428319,0,0.428319
485,47983,47983,67858,0,1.47883,46.5301,34.7277,51.3834,77.5327,0.429204,0,0.429204
486,55703,55703,78775,0,1.48058,46.5168,34.8238,51.3591,77.5517,0.430088,0,0.430088
487,64815,64815,91662,0,1.48171,46.5026,34.9178,51.3278,77.5647,0.430973,0,0.430973
488,47350,50441,69183,0.183457,1.48327,46.4884,35.0136,51.3029,77.5829,0.431858,0,0.431858
489,27760,37601,46738,0.584206,1.48554,46.4701,35.1087,51.2773,77.598,0.432743,0,0.432743
490,9812,25060,26912,0.905182,1.48791,46.4463,35.2013,51.2477,77.6062,0.433628,0,0.433628
491,23250,23250,32880,0,1.4904,46.4236,35.2949,51.2208,77.6174,0.434513,0,0.434513
492,22759,22759,32186,0,1.49088,46.4029,35.3887,51.1927,77.6291,0.435398,0,0.435398
493,22267,22267,31490,0,1.49136,46.384,35.4818,51.1613,77.6396,0.436283,0,0.436283
494,36967,22493,43272,0.00576817,1.49192,46.3682,35.575,51.1283,77.6511,0.437168,0,0.437168
495,52938,42156,67672,0.00429655,1.49254,46.3504,35.6685,51.098,77.6634,0.438053,0,0.438053
496,46488,46488,65743,0,1.4944,46.3257,35.7599,51.0655,77.6694,0.438938,0,0.438938
497,53793,53793,76074,0,1.49567,46.3035,35.8519,51.0336,77.6776,0.439823,0,0.439823
498,76226,76226,107799,0,1.49559,46.2854,35.9461,51.005,77.6915,0.440708,0,0.440708
499,76230,76230,107805,0,1.49611,46.2625,36.0378,50.9719,77.6986,0.441593,0,0.441593
500,58297,58297,82444,0,1.49761,46.2366,36.1275,50.9362,77.7014,0.442478,0,0.442478
501,67664,67664,95691,0,1.49925,46.2127,36.2172,50.8989,77.7045,0.443363,0,0.443363
502,71711,71711,101414,0,1.49983,46.1843,36.3069,50.865,77.7074,0.444248,0,0.444248
503,64092,64092,90639,0,1.50182,46.1608,36.3997,50.8356,77.7175,0.445133,0,0.445133
504,54356,54356,76870,0,1.50407,46.142,36.4933,50.8056,77.7306,0.446018,0,0.446018
505,48669,48669,68828,0.0341635,1.50766,46.1231,36.5838,50.7677,77.7372,0.446903,0,0.446903
506,48668,48669,68827,0.116314,1.51314,46.1,36.671,50.724,77.736,0.447788,0,0.447788
507,68407,72621,99766,0.341561,1.51792,46.0717,36.7587,50.6853,77.7355,0.448673,0,0.448673
508,72616,72618,102695,0.146025,1.5227,46.048,36.8468,50.6443,77.7364,0.449558,0,0.449558
509,70883,70883,100243,0,1.52718,46.0208,36.9375,50.6114,77.742,0.450442,0,0.450442
510,66294,66294,93753,0,1.53097,45.9953,37.0292,50.5801,77.7501,0.451327,0,0.451327
511,50818,50818,71867,0,1.53481,45.9698,37.1174,50.541,77.7516,0.452212,0,0.452212
512,14972,14972,21173,0,1.53872,45.9415,37.2028,50.4972,77.7473,0.453097,0,0.453097
513,20278,20278,28677,0,1.54036,45.9079,37.2908,50.4634,77.7476,0.453982,0,0.453982
514,24042,24042,34000,0,1.5426,45.8715,37.3762,50.4265,77.7432,0.454867,0,0.454867
515,25402,25402,35923,0,1.54578,45.8344,37.4574,50.3812,77.7311,0.455752,0,0.455752
516,48111,13800,50051,0.908652,1.54873,45.798,37.5406,50.3394,77.7227,0.456637,0,0.456637
517,39772,39772,56246,0,1.54843,45.7699,37.6286,50.3012,77.7239,0.457522,0,0.457522
518,45374,43027,62530,0.346635,1.54849,45.7382,37.715,50.2614,77.7214,0.458407,0,0.458407
519,50713,45993,68462,0.697022,1.54855,45.7049,37.7977,50.2155,77.7123,0.459292,0,0.459292
520,60761,60761,85929,0,1.54866,45.6774,37.8782,50.1629,77.7014,0.460177,0,0.460177
521,68779,68779,97268,0,1.54767,45.6471,37.9592,50.1124,77.6905,0.461062,0,0.461062
522,76797,76797,108607,0,1.54668,45.6159,38.0433,50.0679,77.6846,0.461947,0,0.461947
523,78257,40660,88189,0.33222,1.54435,45.588,38.1282,50.0233,77.6811,0.462832,0,0.462832
524,62011,27998,68038,0.292443,1.54064,45.5551,38.2091,49.9743,77.67,0.463717,0,0.463717
525,39712,40134,56460,0.000203739,1.53726,45.5176,38.2884,49.9263,77.6562,0.464602,0,0.464602
526,27234,32679,42539,0.00263097,1.53695,45.4786,38.3641,49.8737,77.6369,0.465487,0,0.465487
527,32644,33460,46746,0.00039441,1.53706,45.4451,38.4433,49.8227,77.6238,0.466372,0,0.466372
528,38313,38313,54182,0,1.53592,45.4111,38.5206,49.7691,77.6078,0.467257,0,0.467257
529,28426,28426,40200,0,1.53556,45.3757,38.5989,49.7179,77.5931,0.468142,0,0.468142
530,25979,25979,36739,0,1.53545,45.3372,38.6753,49.6661,77.5755,0.469027,0,0.469027
531,51359,51359,72632,0,1.53626,45.2982,38.7507,49.6132,77.5565,0.469912,0,0.469912
532,67993,68008,96167,0.00672622,1.53425,45.2627,38.8303,49.5642,77.5443,0.470796,0,0.470796
533,42218,42218,59705,0,1.53389,45.2229,38.9058,49.5121,77.5256,0.471681,0,0.471681
534,15964,15964,22576,0,1.53355,45.1823,38.9787,49.4568,77.5032,0.472566,0,0.472566
535,17948,17948,25382,0,1.53435,45.1418,39.0523,49.4025,77.4821,0.473451,0,0.473451
536,47761,47761,67544,0,1.53627,45.1026,39.1274,49.3493,77.4632,0.474336,0,0.474336
537,68342,68342,96650,0,1.53996,45.065,39.2022,49.2946,77.4443,0.475221,0,0.475221
538,32296,32296,45673,0,1.54668,45.0253,39.2752,49.2388,77.4227,0.476106,0,0.476106
539,9859,8564,13059,0.938417,1.55343,44.9847,39.3434,49.1779,77.3951,0.476991,0,0.476991
540,14833,14833,20977,0,1.55944,44.949,39.4146,49.1175,77.3722,0.477876,0,0.477876
541,26689,26689,37743,0,1.56635,44.9168,39.487,49.0562,77.3515,0.478761,0,0.478761
542,40657,40657,57497,0,1.57363,44.8829,39.5554,48.9915,77.3258,0.479646,0,0.479646
543,48277,48277,68273,0,1.58225,44.8453,39.6188,48.9237,77.2935,0.480531,0,0.480531
544,45726,45726,64666,0,1.59301,44.8074,39.6785,48.8527,77.2572,0.481416,0,0.481416
545,20479,48138,52313,0.251468,1.60231,44.7791,39.7389,48.7785,77.2249,0.482301,0,0.482301
546,24819,30321,39183,0.495764,1.61108,44.7498,39.7981,48.7033,77.1909,0.483186,0,0.483186
547,46658,48910,67595,0.202946,1.62019,44.7166,39.8549,48.6277,77.1534,0.484071,0,0.484071
548,40479,40479,57245,0,1.62849,44.6885,39.9085,48.5482,77.1147,0.484956,0,0.484956
549,22554,22554,31896,0,1.63535,44.6644,39.9606,48.4663,77.0762,0.485841,0,0.485841
550,35520,35520,50232,0,1.64247,44.6381,40.0124,48.3848,77.0367,0.486726,0,0.486726
551,36530,36530,51661,0,1.65179,44.6105,40.0614,48.3022,76.9942,0.487611,0,0.487611
552,41023,41023,58015,0,1.66,44.5826,40.1093,48.2188,76.9507,0.488496,0,0.488496
553,51168,51168,72362,0,1.66658,44.5536,40.156,48.135,76.9058,0.489381,0,0.489381
554,61312,61312,86708,0,1.67316,44.5212,40.1977,48.0502,76.8558,0.490265,0,0.490265
555,46988,46988,66451,0,1.67698,44.4834,40.2319,47.9642,76.7981,0.49115,0,0.49115
556,25662,25662,36291,0,1.68106,44.4433,40.2625,47.8778,76.7369,0.492035,0,0.492035
557,36201,36201,51195,0,1.68496,44.4097,40.2983,47.7907,76.682,0.49292,0,0.49292
558,47559,48766,68117,0.100289,1.68815,44.3791,40.3338,47.7022,76.6278,0.493805,0,0.493805
559,43490,48493,65137,0.415464,1.68999,44.3439,40.3614,47.6125,76.5661,0.49469,0,0.49469
560,39421,48220,62283,0.73064,1.69184,44.3032,40.3819,47.523,76.4978,0.495575,0,0.495575
561,28001,28748,40131,0.0619847,1.69285,44.257,40.3972,47.4356,76.4248,0.49646,0,0.49646
562,41937,41938,59308,0.214232,1.69514,44.2129,40.4156,47.3475,76.3543,0.497345,0,0.497345
563,56864,56865,80418,0.433892,1.69751,44.1766,40.4386,47.2567,76.2892,0.49823,0,0.49823
564,71685,71687,101379,0.635468,1.69988,44.1495,40.462,47.1631,76.228,0.499115,0,0.499115
565,15678,48040,50533,0.88796,1.69887,44.1236,40.4885,47.0702,76.1696,0.5,0,0.5
566,39471,43432,58688,0.779742,1.69978,44.1035,40.5165,46.9762,76.1149,0.500885,0,0.500885
567,38416,32710,50455,0.890843,1.70069,44.0815,40.5435,46.8824,76.0586,0.50177,0,0.50177
568,17744,12439,21669,0.025307,1.69885,44.0505,40.5585,46.7886,75.9909,0.502655,0,0.502655
569,19166,25827,32161,0.0240824,1.69611,44.0263,40.5784,46.6938,75.9291,0.50354,0,0.50354
570,26322,24360,35864,0.829575,1.69373,44.0142,40.5985,46.5963,75.873,0.504425,0,0.504425
571,15182,25482,29661,0.689501,1.69309,43.9984,40.6115,46.4984,75.8106,0.50531,0,0.50531
572,9759,12246,15658,0.62771,1.69383,43.9852,40.62,46.3996,75.747,0.506195,0,0.506195
