Point ID,EdgeArray_0,EdgeArray_1,EdgeArray_Magnitude,EdgePCoordArray,MaximumInscribedSphereRadius,Points_0,Points_1,Points_2,Points_Magnitude,TCoords__0,TCoords__1,TCoords__Magnitude
36,15616,13618,20719,0.00688223,1.69738,61.177,6.6838,62.6109,87.7919,0.0318584,0,0.0318584
37,41468,41468,58644,0,1.69848,61.123,6.76773,62.6168,87.765,0.0327434,0,0.0327434
38,40934,40934,57889,0,1.70116,61.0748,6.85551,62.6161,87.7377,0.0336283,0,0.0336283
39,40400,40400,57134,0,1.70385,61.0298,6.94504,62.616,87.7134,0.0345133,0,0.0345133
40,50066,68423,84783,0.305578,1.70675,60.9842,7.03338,62.626,87.6958,0.0353982,0,0.0353982
41,66549,62404,91230,0.058738,1.71001,60.9409,7.12332,62.6323,87.6774,0.0362832,0,0.0362832
42,59364,59364,83953,0,1.7138,60.898,7.21348,62.6386,87.6595,0.0371681,0,0.0371681
43,51601,51601,72974,0,1.71791,60.8537,7.30247,62.6499,87.6442,0.0380531,0,0.0380531
44,36297,36297,51331,0,1.72341,60.8088,7.39056,62.6648,87.6311,0.0389381,0,0.0389381
45,36759,36759,51985,0,1.72858,60.7735,7.48316,62.6784,87.6242,0.039823,0,0.039823
46,39879,39879,56397,0,1.73371,60.7374,7.57521,62.6933,87.6177,0.040708,0,0.040708
47,67613,67613,95619,0,1.73861,60.6926,7.66273,62.7119,87.6077,0.0415929,0,0.0415929
48,66136,66136,93530,0,1.74591,60.6526,7.75197,62.7322,87.6022,0.0424779,0,0.0424779
49,60947,60947,86192,0,1.75351,60.6184,7.84362,62.7533,87.6019,0.0433628,0,0.0433628
50,55758,55758,78853,0,1.7611,60.5856,7.93567,62.7755,87.6034,0.0442478,0,0.0442478
51,52316,52315,73985,0.00951429,1.76972,60.5503,8.02628,62.7993,87.6043,0.0451327,0,0.0451327
52,49163,49163,69526,0,1.77895,60.5158,8.1156,62.828,87.6093,0.0460177,0,0.0460177
53,42916,42916,60692,0,1.78903,60.4783,8.20153,62.8635,87.6168,0.0469027,0,0.0469027
54,43740,43740,61857,0,1.79889,60.4468,8.28947,62.8988,87.6287,0.0477876,0,0.0477876
55,55779,55779,78883,0,1.80494,60.4185,8.3772,62.9378,87.6455,0.0486726,0,0.0486726
56,62742,62742,88730,0,1.81071,60.3955,8.46506,62.9797,87.6682,0.0495575,0,0.0495575
57,25741,25741,36403,0,1.81421,60.3806,8.55723,63.0157,87.6928,0.0504425,0,0.0504425
58,45578,45578,64457,0,1.81697,60.3625,8.64821,63.0529,87.716,0.0513274,0,0.0513274
59,45228,45228,63962,0,1.81959,60.3465,8.73774,63.0948,87.744,0.0522124,0,0.0522124
60,56757,56757,80266,0,1.82283,60.3319,8.82765,63.1362,87.7727,0.0530973,0,0.0530973
61,64508,64508,91228,0,1.82569,60.3213,8.91765,63.1784,87.8049,0.0539823,0,0.0539823
62,53816,53569,75932,0.0704843,1.82697,60.3147,9.00831,63.2202,87.8396,0.0548673,0,0.0548673
63,55105,53216,76606,0.539222,1.83054,60.3063,9.10114,63.2565,87.8696,0.0557522,0,0.0557522
64,64557,53599,83907,0.585971,1.83429,60.2969,9.19278,63.2954,87.9007,0.0566372,0,0.0566372
65,68427,63877,93608,0.313231,1.83905,60.2924,9.283,63.3382,87.9379,0.0575221,0,0.0575221
66,56549,76543,95166,0.6319,1.84388,60.2928,9.37497,63.3778,87.9764,0.0584071,0,0.0584071
67,47447,47447,67100,0,1.85094,60.2905,9.46784,63.4149,88.0115,0.059292,0,0.059292
68,27105,27105,38332,0,1.86219,60.2799,9.55559,63.4614,88.0473,0.060177,0,0.060177
69,9747,8792,13126,0.0302607,1.87327,60.2692,9.64185,63.5113,88.0853,0.0610619,0,0.0610619
70,28409,14966,32110,0.425766,1.88236,60.2653,9.73106,63.5565,88.1251,0.0619469,0,0.0619469
71,47071,21141,51600,0.821271,1.89145,60.2614,9.82082,63.6005,88.1641,0.0628319,0,0.0628319
72,37102,34661,50773,0.626968,1.90284,60.2513,9.90727,63.6496,88.2023,0.0637168,0,0.0637168
73,54540,54574,77155,0.000384981,1.91588,60.2442,9.99216,63.7021,88.2449,0.0646018,0,0.0646018
74,21406,40323,45652,0.213283,1.92913,60.24,10.0814,63.7472,88.2848,0.0654867,0,0.0654867
75,14295,35625,38386,0.0234763,1.94302,60.2326,10.1678,63.7969,88.3255,0.0663717,0,0.0663717
76,27343,29562,40268,0.0373772,1.95714,60.2236,10.2553,63.8446,88.3639,0.0672566,0,0.0672566
77,31933,43584,54030,0.196267,1.96965,60.2174,10.3441,63.8908,88.4034,0.0681416,0,0.0681416
78,36522,57607,68208,0.355157,1.98215,60.2164,10.4336,63.9357,88.4457,0.0690266,0,0.0690266
79,68977,6342,69267,0.513929,1.99428,60.223,10.5234,63.9792,88.4923,0.0699115,0,0.0699115
80,68977,29079,74855,0.327365,2.00542,60.2276,10.6142,64.0209,88.5364,0.0707965,0,0.0707965
81,68977,51817,86271,0.1408,2.01657,60.2288,10.7059,64.061,88.5773,0.0716814,0,0.0716814
82,61124,60925,86301,0.0769247,2.02729,60.2332,10.7979,64.0999,88.6196,0.0725664,0,0.0725664
83,29112,28102,40462,0.390523,2.03671,60.2432,10.8901,64.1375,88.6648,0.0734513,0,0.0734513
84,38766,37996,54281,0.297594,2.04683,60.2528,10.9831,64.1729,88.7085,0.0743363,0,0.0743363
85,68398,68398,96729,0,2.0573,60.261,11.0768,64.2072,88.7505,0.0752212,0,0.0752212
86,45321,45321,64093,0,2.06713,60.2701,11.1701,64.2425,88.7939,0.0761062,0,0.0761062
87,22244,22244,31457,0,2.07696,60.2825,11.2618,64.2804,88.8413,0.0769911,0,0.0769911
88,11821,26782,29274,0.580629,2.08552,60.3003,11.3509,64.3221,88.8949,0.0778761,0,0.0778761
89,37713,35898,52066,0.0876718,2.09088,60.3237,11.4377,64.3661,88.9537,0.0787611,0,0.0787611
90,34434,34434,48697,0,2.09203,60.3474,11.5226,64.4136,89.0151,0.079646,0,0.079646
91,32431,32431,45864,0,2.0929,60.3768,11.6061,64.46,89.0795,0.080531,0,0.080531
92,46089,46089,65179,0,2.0894,60.4119,11.6898,64.5019,89.1445,0.0814159,0,0.0814159
93,33026,33026,46705,0,2.08568,60.4446,11.7771,64.5382,89.2045,0.0823009,0,0.0823009
94,19962,19962,28230,0,2.08196,60.476,11.8657,64.5727,89.2624,0.0831858,0,0.0831858
95,65274,65274,92311,0,2.07679,60.5081,11.9534,64.6087,89.3219,0.0840708,0,0.0840708
96,34722,41922,54434,0.45772,2.06947,60.5452,12.0411,64.6392,89.3808,0.0849558,0,0.0849558
97,50389,50389,71260,0,2.06342,60.5819,12.13,64.6666,89.4376,0.0858407,0,0.0858407
98,50751,50751,71772,0.055907,2.05884,60.6132,12.2207,64.6948,89.4915,0.0867257,0,0.0867257
99,54291,54289,76777,0.599825,2.05505,60.652,12.3091,64.721,89.5488,0.0876106,0,0.0876106
100,52476,52156,73986,0.165061,2.05088,60.6901,12.3971,64.7494,89.6073,0.0884956,0,0.0884956
101,52476,50762,73010,0.886562,2.0455,60.7268,12.4875,64.7717,89.6608,0.0893805,0,0.0893805
102,74587,72363,103921,0.262413,2.04107,60.7603,12.578,64.7979,89.715,0.0902655,0,0.0902655
103,61601,74587,96736,0.0815046,2.03602,60.7974,12.6682,64.8201,89.7689,0.0911504,0,0.0911504
104,51950,71124,88076,0.50471,2.03142,60.8292,12.7602,64.843,89.82,0.0920354,0,0.0920354
105,39442,71128,81331,0.875828,2.02735,60.8638,12.8503,64.8694,89.8753,0.0929204,0,0.0929204
106,71124,71125,100585,0.16337,2.0212,60.8979,12.942,64.8899,89.9264,0.0938053,0,0.0938053
107,30708,35274,46767,0.0209489,2.01447,60.934,13.0318,64.9153,89.9821,0.0946903,0,0.0946903
108,3892,45430,45596,0.303538,2.00768,60.9633,13.1231,64.9436,90.0356,0.0955752,0,0.0955752
109,21989,77289,80356,0.492781,2.00179,60.9981,13.2119,64.9736,90.0938,0.0964602,0,0.0964602
110,35061,53109,63638,0.622539,1.99639,61.037,13.2994,65.0026,90.1539,0.0973451,0,0.0973451
111,36095,36093,51044,0.47528,1.99065,61.0797,13.3855,65.03,90.2153,0.0982301,0,0.0982301
112,14793,14793,20920,0,1.98238,61.1229,13.4716,65.0569,90.2768,0.099115,0,0.099115
113,57220,56463,80387,0.0148759,1.97552,61.1631,13.5583,65.0863,90.3381,0.1,0,0.1
114,9326,49109,49986,0.150248,1.97111,61.2059,13.643,65.1177,90.4025,0.100885,0,0.100885
115,43554,60750,74749,0.064944,1.9675,61.2531,13.7273,65.1438,90.466,0.10177,0,0.10177
116,62548,62547,88455,0.457027,1.9638,61.2997,13.8102,65.1749,90.5326,0.102655,0,0.102655
117,24932,7781,26117,0.104451,1.95956,61.3462,13.8943,65.2027,90.5969,0.10354,0,0.10354
118,12680,12680,17932,0,1.95595,61.3911,13.9802,65.2271,90.6581,0.104425,0,0.104425
119,38114,38114,53901,0,1.95399,61.4367,14.065,65.2544,90.7217,0.10531,0,0.10531
120,63549,63549,89871,0,1.95203,61.4824,14.1494,65.2827,90.7861,0.106195,0,0.106195
121,67219,67219,95062,0,1.95012,61.5289,14.2351,65.3049,90.8469,0.10708,0,0.10708
122,60334,60334,85325,0,1.95008,61.5766,14.3196,65.3287,90.9097,0.107965,0,0.107965
123,61076,61076,86374,0,1.95137,61.6254,14.402,65.358,90.9768,0.10885,0,0.10885
124,61562,61562,87061,0,1.95254,61.6746,14.4856,65.3817,91.0405,0.109735,0,0.109735
125,61532,61532,87019,0.000257977,1.95347,61.7229,14.5712,65.4007,91.1004,0.110619,0,0.110619
126,45721,45722,64659,0.168799,1.95422,61.7686,14.656,65.4276,91.1643,0.111504,0,0.111504
127,43168,43169,61049,0.120367,1.95838,61.814,14.7413,65.4533,91.2272,0.112389,0,0.112389
128,43166,43166,61045,0.0301787,1.9632,61.8596,14.8271,65.4771,91.2891,0.113274,0,0.113274
129,48853,48853,69088,0,1.96735,61.9052,14.9123,65.5033,91.3527,0.114159,0,0.114159
130,57401,57401,81177,0,1.97118,61.9515,14.9974,65.528,91.4157,0.115044,0,0.115044
131,38813,38813,54889,0,1.9757,61.9981,15.0838,65.5469,91.475,0.115929,0,0.115929
132,9384,9384,13270,0,1.97574,62.0384,15.1716,65.573,91.5356,0.116814,0,0.116814
133,15288,19348,24659,0.0320108,1.97137,62.0731,15.2631,65.5934,91.5889,0.117699,0,0.117699
134,23321,45288,50939,0.319444,1.96679,62.1025,15.3572,65.6103,91.6367,0.118584,0,0.118584
135,14951,18531,23810,0.0895624,1.96336,62.1311,15.4519,65.6251,91.6825,0.119469,0,0.119469
136,14951,52185,54284,0.931483,1.95808,62.1636,15.5451,65.641,91.7318,0.120354,0,0.120354
137,54768,54768,77453,0,1.95496,62.1926,15.6398,65.6555,91.7778,0.121239,0,0.121239
138,29447,52213,59944,0.541614,1.95256,62.2225,15.7347,65.6649,91.821,0.122124,0,0.122124
139,41046,43966,60148,0.0694638,1.95073,62.2546,15.8286,65.6777,91.8681,0.123009,0,0.123009
140,52229,52229,73862,0,1.94904,62.2865,15.9225,65.6917,91.9159,0.123894,0,0.123894
141,63340,63340,89576,0,1.94738,62.3172,16.017,65.7031,91.9613,0.124779,0,0.124779
142,59225,59225,83756,0,1.94626,62.3454,16.1127,65.7095,92.0017,0.125664,0,0.125664
143,25166,25166,35590,0,1.94623,62.3734,16.2087,65.7133,92.0402,0.126549,0,0.126549
144,18121,18121,25626,0,1.9452,62.4061,16.3028,65.7217,92.085,0.127434,0,0.127434
145,11077,11077,15665,0,1.94417,62.4411,16.3962,65.7298,92.1311,0.128319,0,0.128319
146,32071,32071,45355,0,1.94528,62.4742,16.4906,65.7309,92.1711,0.129204,0,0.129204
147,64088,64088,90634,0,1.94722,62.5038,16.5862,65.7298,92.2076,0.130088,0,0.130088
148,76887,76887,108734,0,1.94837,62.5302,16.6825,65.7355,92.2469,0.130973,0,0.130973
149,53541,53541,75718,0,1.95173,62.5581,16.7784,65.7372,92.2844,0.131858,0,0.131858
150,30194,30194,42700,0,1.95509,62.5885,16.8738,65.7353,92.321,0.132743,0,0.132743
151,49204,49204,69584,0,1.95776,62.62,16.9688,65.7367,92.3608,0.133628,0,0.133628
152,55350,55350,78276,0,1.96153,62.6504,17.0641,65.7355,92.3981,0.134513,0,0.134513
153,61497,61497,86969,0,1.9653,62.678,17.1602,65.7319,92.4321,0.135398,0,0.135398
154,59503,59503,84149,0,1.96847,62.7014,17.2574,65.7298,92.4645,0.136283,0,0.136283
155,49623,49623,70177,0,1.97108,62.7216,17.3554,65.7278,92.4951,0.137168,0,0.137168
156,46098,31310,55725,0.601228,1.97454,62.7417,17.4532,65.7221,92.5231,0.138053,0,0.138053
157,58120,58120,82194,0,1.97794,62.7641,17.5506,65.7182,92.554,0.138938,0,0.138938
158,60492,60492,85548,0,1.98103,62.7807,17.6492,65.7129,92.5802,0.139823,0,0.139823
159,62865,62865,88904,0,1.98411,62.7986,17.7473,65.7063,92.6064,0.140708,0,0.140708
160,65235,54325,84892,0.202552,1.98578,62.8246,17.8437,65.6995,92.6378,0.141593,0,0.141593
161,65235,21492,68684,0.812121,1.98647,62.85,17.9396,65.6862,92.664,0.142478,0,0.142478
162,36914,37796,52831,0.0517433,1.98185,62.8722,18.0342,65.6632,92.6812,0.143363,0,0.143363
163,36914,49337,61618,0.728487,1.97345,62.8952,18.1296,65.6436,92.7015,0.144248,0,0.144248
164,57929,53832,79080,0.0155625,1.96654,62.9211,18.2237,65.6221,92.7223,0.145133,0,0.145133
165,60106,62898,86999,0.655316,1.96048,62.9477,18.316,65.5941,92.7388,0.146018,0,0.146018
166,60108,49176,77661,0.464817,1.95337,62.9687,18.4117,65.5739,92.7577,0.146903,0,0.146903
167,66454,66454,93980,0,1.94628,62.9933,18.5059,65.5512,92.7771,0.147788,0,0.147788
168,66454,66454,93980,0,1.94135,63.0162,18.5992,65.5233,92.7915,0.148673,0,0.148673
169,65310,65310,92362,0,1.93671,63.0353,18.6937,65.4968,92.8048,0.149558,0,0.149558
170,62343,62342,88165,0.493209,1.93282,63.0571,18.788,65.4716,92.8209,0.150442,0,0.150442
171,47840,47840,67655,0.368493,1.92992,63.0817,18.8812,65.4447,92.8376,0.151327,0,0.151327
172,37217,37217,52632,0,1.92855,63.0997,18.9758,65.418,92.8502,0.152212,0,0.152212
173,36439,36439,51532,0,1.92711,63.1206,19.0703,65.3923,92.8657,0.153097,0,0.153097
174,35000,35000,49497,0,1.92636,63.1414,19.1641,65.3644,92.8795,0.153982,0,0.153982
175,33151,33151,46882,0,1.92593,63.1623,19.2566,65.3326,92.8905,0.154867,0,0.154867
176,29088,29088,41136,0,1.92726,63.1832,19.3483,65.2986,92.8999,0.155752,0,0.155752
177,32480,32480,45933,0,1.92896,63.2028,19.4422,65.2701,92.9127,0.156637,0,0.156637
178,28252,28252,39954,0,1.93028,63.2183,19.5356,65.2384,92.9206,0.157522,0,0.157522
179,15545,15545,21983,0,1.93118,63.2304,19.6276,65.2007,92.9218,0.158407,0,0.158407
180,5819,5819,8229,0,1.93253,63.2427,19.7212,65.1677,92.9269,0.159292,0,0.159292
181,10469,10469,14805,0.135855,1.93318,63.2528,19.8161,65.1383,92.9333,0.160177,0,0.160177
182,24540,24541,34705,0.441297,1.93165,63.2558,19.9092,65.1018,92.9296,0.161062,0,0.161062
183,38610,38613,54604,0.746739,1.93012,63.2555,20.0005,65.06,92.9197,0.161947,0,0.161947
184,52972,52972,74913,0,1.92866,63.2564,20.0902,65.0154,92.9085,0.162832,0,0.162832
185,66303,66303,93766,0,1.92693,63.2567,20.1799,64.9711,92.8972,0.163717,0,0.163717
186,49406,49406,69870,0,1.92602,63.2548,20.2704,64.9283,92.8857,0.164602,0,0.164602
187,19077,19077,26978,0,1.92547,63.2519,20.3599,64.8837,92.8721,0.165487,0,0.165487
188,15818,13504,20798,0.0146939,1.92504,63.2486,20.4458,64.8329,92.8532,0.166372,0,0.166372
189,22833,17325,28661,0.0349641,1.92467,63.243,20.5299,64.7788,92.8302,0.167257,0,0.167257
190,23188,23188,32792,0.151996,1.92017,63.2354,20.6142,64.7256,92.8066,0.168142,0,0.168142
191,19298,23762,30611,0.763664,1.91595,63.2318,20.6953,64.6672,92.7815,0.169027,0,0.169027
192,22871,24918,33822,0.867795,1.91271,63.2231,20.7764,64.6093,92.7533,0.169912,0,0.169912
193,25898,74206,78595,0.907605,1.90959,63.2135,20.8559,64.5492,92.7228,0.170796,0,0.170796
194,14572,74288,75703,0.768478,1.90683,63.2022,20.9329,64.4864,92.6887,0.171681,0,0.171681
195,39512,73682,83607,0.453051,1.90443,63.1903,21.0135,64.4283,92.6584,0.172566,0,0.172566
196,72248,72969,102685,0.0832646,1.90294,63.1741,21.0927,64.3695,92.6245,0.173451,0,0.173451
197,56669,60509,82901,0.443302,1.90342,63.157,21.1668,64.3044,92.5845,0.174336,0,0.174336
198,41091,48049,63223,0.803339,1.90389,63.1395,21.2408,64.2393,92.5443,0.175221,0,0.175221
199,39645,39647,56067,0.263109,1.90356,63.1216,21.3193,64.18,92.5091,0.176106,0,0.176106
200,51889,51892,73384,0.277208,1.90226,63.1027,21.3967,64.1197,92.4722,0.176991,0,0.176991
201,66805,66805,94476,0,1.90178,63.0798,21.4726,64.0586,92.4318,0.177876,0,0.177876
202,58557,58557,82812,0,1.90195,63.0531,21.5448,63.9947,92.3861,0.178761,0,0.178761
203,13015,12715,18195,0.192181,1.90093,63.0217,21.6139,63.9296,92.3357,0.179646,0,0.179646
204,78296,42911,89283,0.0698903,1.89654,62.9857,21.6866,63.8712,92.2878,0.180531,0,0.180531
205,78298,78295,110727,0.866812,1.89125,62.9486,21.7563,63.8097,92.2363,0.181416,0,0.181416
206,68369,37086,77779,0.41575,1.88637,62.9127,21.8289,63.751,92.1884,0.182301,0,0.182301
207,71157,67734,98240,0.0870063,1.88337,62.8754,21.8982,63.6894,92.1367,0.183186,0,0.183186
208,74979,66864,100462,0.206278,1.88085,62.835,21.9664,63.6283,92.0832,0.184071,0,0.184071
209,43616,75678,87347,0.402569,1.87788,62.8014,22.0389,63.5683,92.0361,0.184956,0,0.184956
210,71314,75675,103982,0.0547596,1.87484,62.7645,22.1108,63.5093,91.9875,0.185841,0,0.185841
211,73982,73982,104626,0,1.87481,62.7272,22.1805,63.4479,91.9365,0.186726,0,0.186726
212,71973,71973,101785,0,1.87534,62.6895,22.247,63.3834,91.8823,0.187611,0,0.187611
213,71957,71957,101762,0,1.8759,62.6494,22.3116,63.3184,91.8258,0.188496,0,0.188496
214,72963,72963,103185,0,1.87449,62.609,22.3798,63.2574,91.7728,0.189381,0,0.189381
215,69530,69530,98330,0,1.87392,62.5673,22.446,63.1952,91.7176,0.190265,0,0.190265
216,54638,54638,77269,0,1.8755,62.5247,22.508,63.1292,91.6583,0.19115,0,0.19115
217,44604,45115,63441,0.333133,1.87691,62.4847,22.5725,63.0641,91.6021,0.192035,0,0.192035
218,58318,58495,82599,0.115442,1.87798,62.4464,22.6378,62.9987,91.547,0.19292,0,0.19292
219,60491,60492,85547,0.00736469,1.8823,62.4084,22.7,62.9301,91.4893,0.193805,0,0.193805
220,60491,60492,85547,0.0149572,1.88674,62.3673,22.7594,62.8609,91.4285,0.19469,0,0.19469
221,43753,43753,61876,0,1.89032,62.3228,22.8165,62.792,91.365,0.195575,0,0.195575
222,43748,43748,61869,0,1.89388,62.2825,22.8771,62.7233,91.3055,0.19646,0,0.19646
223,43743,43743,61861,0,1.89745,62.2421,22.9373,62.6543,91.2456,0.197345,0,0.197345
224,42058,42058,59478,0,1.90077,62.1967,22.9948,62.5863,91.1824,0.19823,0,0.19823
225,44071,44071,62325,0,1.90353,62.1485,23.055,62.5225,91.121,0.199115,0,0.199115
226,51726,51726,73151,0,1.90642,62.0989,23.1085,62.4541,91.0538,0.2,0,0.2
227,59381,59381,83977,0,1.9093,62.0486,23.1587,62.3836,90.9839,0.200885,0,0.200885
228,62783,62783,88788,0,1.91207,61.9981,23.2099,62.3139,90.9147,0.20177,0,0.20177
229,62782,62782,88787,0,1.91476,61.9466,23.2608,62.2449,90.8454,0.202655,0,0.202655
230,22189,22189,31379,0,1.91706,61.8927,23.3083,62.1753,90.7731,0.20354,0,0.20354
231,6048,10585,12191,0.0151791,1.91876,61.8369,23.3585,62.1093,90.7027,0.204425,0,0.204425
232,9836,22479,24536,0.0423016,1.91999,61.781,23.4114,62.0452,90.6344,0.20531,0,0.20531
233,37922,37922,53629,0,1.9212,61.7269,23.4613,61.9776,90.5641,0.206195,0,0.206195
234,19505,19505,27584,0,1.92208,61.6723,23.5132,61.9118,90.4954,0.20708,0,0.20708
235,12990,12990,18370,0.113285,1.92327,61.618,23.5647,61.8453,90.4263,0.207965,0,0.207965
236,40527,40526,57313,0.550663,1.92534,61.5636,23.6139,61.7773,90.3556,0.20885,0,0.20885
237,52534,52534,74294,0.59509,1.92735,61.5055,23.6635,61.7128,90.2849,0.209735,0,0.209735
238,44839,44839,63411,0,1.92982,61.446,23.71,61.6474,90.2118,0.210619,0,0.210619
239,63363,63363,89608,0,1.93263,61.3882,23.752,61.5771,90.1355,0.211504,0,0.211504
240,76147,76141,107683,0.650355,1.93426,61.3275,23.7984,61.5126,90.0624,0.212389,0,0.212389
241,74064,74064,104742,0,1.93317,61.2634,23.84,61.4481,89.9857,0.213274,0,0.213274
242,63962,63962,90455,0,1.93219,61.1982,23.877,61.3819,89.9059,0.214159,0,0.214159
243,60250,60617,85466,0.0163671,1.93018,61.1357,23.9176,61.3152,89.8286,0.215044,0,0.215044
244,58622,58621,82903,0.155061,1.92897,61.0732,23.956,61.2472,89.7499,0.215929,0,0.215929
245,51031,57364,76777,0.239191,1.92812,61.01,23.9924,61.1787,89.6699,0.216814,0,0.216814
246,21590,57364,61292,0.0123194,1.92818,60.9446,24.0251,61.1105,89.5876,0.217699,0,0.217699
247,31143,61848,69246,0.124122,1.92556,60.8837,24.0599,61.0391,89.5069,0.218584,0,0.218584
248,40501,64090,75814,0.20863,1.92293,60.8194,24.0921,60.9696,89.4243,0.219469,0,0.219469
249,40590,53861,67442,0.293351,1.92058,60.7542,24.1271,60.9022,89.3436,0.220354,0,0.220354
250,23575,44121,50024,0.277564,1.91831,60.6911,24.1601,60.832,89.2617,0.221239,0,0.221239
251,33292,36238,49209,0.0397953,1.91592,60.6238,24.1941,60.7662,89.1804,0.222124,0,0.222124
252,34924,34924,49389,0,1.91378,60.5555,24.2242,60.6997,89.0967,0.223009,0,0.223009
253,34926,27941,44727,0.32494,1.91028,60.4887,24.2535,60.6313,89.0128,0.223894,0,0.223894
254,34926,17172,38919,0.825919,1.90681,60.418,24.2855,60.5682,88.9304,0.224779,0,0.224779
255,7747,6164,9900,0.0554658,1.90372,60.3457,24.3177,60.507,88.8485,0.225664,0,0.225664
256,15987,6164,17134,0.34417,1.90147,60.2761,24.3472,60.4414,88.7646,0.226549,0,0.226549
257,35972,29431,46477,0.229172,1.89931,60.2054,24.3756,60.3766,88.6803,0.227434,0,0.227434
258,55212,40946,68738,0.152997,1.89668,60.1337,24.4043,60.313,88.5962,0.228319,0,0.228319
259,46475,8592,47262,0.408951,1.8927,60.0617,24.4326,60.2497,88.5121,0.229204,0,0.229204
260,26869,8592,28209,0.204658,1.88895,59.9857,24.4591,60.1902,88.4274,0.230089,0,0.230089
261,3946,23836,24160,0.618895,1.88535,59.9103,24.481,60.1284,88.3401,0.230973,0,0.230973
262,5575,41919,42288,0.831938,1.88081,59.8372,24.507,60.0653,88.2548,0.231858,0,0.231858
263,16606,30836,35023,0.232553,1.87629,59.7606,24.5315,60.0057,88.1692,0.232743,0,0.232743
264,22343,36698,42964,0.377776,1.87184,59.6838,24.5495,59.9444,88.0804,0.233628,0,0.233628
265,45222,57758,73355,0.743769,1.86747,59.6049,24.5663,59.8851,87.9914,0.234513,0,0.234513
266,36881,36970,52220,0.0649808,1.86387,59.5296,24.5876,59.8229,87.9039,0.235398,0,0.235398
267,28827,28827,40767,0,1.86152,59.4523,24.6046,59.7619,87.8148,0.236283,0,0.236283
268,22355,22355,31614,0,1.85931,59.3728,24.6183,59.7025,87.7245,0.237168,0,0.237168
269,27151,27151,38397,0,1.85914,59.2937,24.6305,59.6424,87.6335,0.238053,0,0.238053
270,32497,32497,45957,0,1.85907,59.2146,24.641,59.5821,87.5419,0.238938,0,0.238938
271,48968,48968,69251,0,1.85873,59.1341,24.6487,59.5233,87.4496,0.239823,0,0.239823
272,62061,62061,87767,0,1.85763,59.0524,24.6577,59.4662,87.358,0.240708,0,0.240708
273,62401,62401,88248,0,1.85652,58.9716,24.6692,59.4085,87.2673,0.241593,0,0.241593
274,44953,44953,63573,0,1.85736,58.8927,24.6782,59.3477,87.1752,0.242478,0,0.242478
275,16888,16888,23883,0,1.85938,58.8136,24.6842,59.2868,87.082,0.243363,0,0.243363
276,35003,35003,49501,0.434696,1.85918,58.731,24.6911,59.2307,86.99,0.244248,0,0.244248
277,44841,44840,63414,0.361118,1.85794,58.6507,24.7029,59.1724,86.8994,0.245133,0,0.245133
278,42182,42182,59654,0,1.85586,58.5714,24.7175,59.1132,86.8097,0.246018,0,0.246018
279,22478,30354,37770,0.263384,1.84943,58.4897,24.7325,59.0573,86.7209,0.246903,0,0.246903
280,6827,9680,11845,0.0953737,1.84394,58.4076,24.7501,59.0031,86.6336,0.247788,0,0.247788
281,50308,50308,71146,0,1.83855,58.3224,24.7635,58.9525,86.5455,0.248673,0,0.248673
282,54183,54185,76627,0.0263357,1.83415,58.241,24.7766,58.8958,86.4558,0.249558,0,0.249558
283,69422,69423,98178,0.00970607,1.82968,58.1557,24.7889,58.8451,86.3674,0.250442,0,0.250442
284,63718,63718,90110,0,1.82698,58.0706,24.8021,58.7942,86.2792,0.251327,0,0.251327
285,57647,57647,81525,0,1.8281,57.9875,24.8096,58.739,86.1878,0.252212,0,0.252212
286,64241,64241,90850,0,1.83043,57.9036,24.8119,58.6844,86.0948,0.253097,0,0.253097
287,67806,68023,96045,0.0540904,1.83227,57.8177,24.8211,58.6342,86.0055,0.253982,0,0.253982
288,58692,60362,84192,0.415935,1.83396,57.732,24.8296,58.5833,85.9156,0.254867,0,0.254867
289,49577,52702,72355,0.77778,1.83565,57.6471,24.8306,58.53,85.8225,0.255752,0,0.255752
290,62314,38980,73501,0.0252864,1.83836,57.5646,24.8292,58.4735,85.7282,0.256637,0,0.256637
291,41660,45358,61586,0.00433925,1.84086,57.4834,24.8257,58.4152,85.6329,0.257522,0,0.257522
292,57781,64966,86943,0.0515698,1.84564,57.3999,24.8194,58.3606,85.5378,0.258407,0,0.258407
293,46589,48360,67150,0.0127108,1.85133,57.3199,24.8054,58.3019,85.44,0.259292,0,0.259292
294,71673,71673,101360,0,1.85584,57.2352,24.7926,58.2504,85.3443,0.260177,0,0.260177
295,68062,68062,96254,0,1.85972,57.153,24.7817,58.1943,85.2478,0.261062,0,0.261062
296,53696,53696,75937,0,1.86294,57.0725,24.7704,58.1359,85.1506,0.261947,0,0.261947
297,45475,45475,64311,0,1.86531,56.9901,24.7613,58.08,85.0546,0.262832,0,0.262832
298,29514,29514,41739,0,1.86565,56.9063,24.7497,58.0265,84.9586,0.263717,0,0.263717
299,17144,17144,24245,0,1.86346,56.8206,24.7429,57.9755,84.8643,0.264602,0,0.264602
300,47305,47305,66899,0,1.86302,56.7324,24.7374,57.9284,84.7715,0.265487,0,0.265487
301,27224,27224,38500,0,1.86102,56.6445,24.734,57.8809,84.6792,0.266372,0,0.266372
302,12503,12112,17407,0.121912,1.85673,56.5549,24.7279,57.837,84.5875,0.267257,0,0.267257
